DV: Reading Time Seconds
F1: Mode, MH, AIM, CHAT
F2: .
F3: .
F4: .
F5: .
F6: .
F7: .
604,278,602
448,406,605
285,584,474
635,138,581
421,443,568
234,188,308
798,554,785
591,432,424
524,615,592
591,647,656
266,232,455
408,192,200
422,199,156
372,365,195
552,498,650
870,631,861
543,360,642
787,398,391
